accession,organism,taxon
JH804823.1,Enterococcus faecalis ERV85,1134799
JH804824.1,Enterococcus faecalis ERV85,1134799
JH804825.1,Enterococcus faecalis ERV85,1134799
JH804826.1,Enterococcus faecalis ERV85,1134799
JH804827.1,Enterococcus faecalis ERV85,1134799
JH804828.1,Enterococcus faecalis ERV85,1134799
JH804829.1,Enterococcus faecalis ERV85,1134799
JH804830.1,Enterococcus faecalis ERV85,1134799
JH804831.1,Enterococcus faecalis ERV85,1134799
JH804832.1,Enterococcus faecalis ERV85,1134799
JH804833.1,Enterococcus faecalis ERV85,1134799
JH804834.1,Enterococcus faecalis ERV85,1134799
JH804835.1,Enterococcus faecalis ERV85,1134799
JH804836.1,Enterococcus faecalis ERV85,1134799
JH804837.1,Enterococcus faecalis ERV85,1134799
JH804838.1,Enterococcus faecalis ERV85,1134799
JH804839.1,Enterococcus faecalis ERV85,1134799
JH804840.1,Enterococcus faecalis ERV85,1134799
JH804841.1,Enterococcus faecalis ERV85,1134799
JH804842.1,Enterococcus faecalis ERV85,1134799
JH804843.1,Enterococcus faecalis ERV85,1134799
JH804844.1,Enterococcus faecalis ERV85,1134799
JH804845.1,Enterococcus faecalis ERV85,1134799
JH804846.1,Enterococcus faecalis ERV85,1134799
JH804847.1,Enterococcus faecalis ERV85,1134799
JH804848.1,Enterococcus faecalis ERV85,1134799
JH804849.1,Enterococcus faecalis ERV85,1134799
JH804850.1,Enterococcus faecalis ERV85,1134799
JH804851.1,Enterococcus faecalis ERV85,1134799
JH804852.1,Enterococcus faecalis ERV85,1134799
JH804853.1,Enterococcus faecalis ERV85,1134799
JH804854.1,Enterococcus faecalis ERV85,1134799
JH804855.1,Enterococcus faecalis ERV85,1134799
JH804856.1,Enterococcus faecalis ERV85,1134799
JH804857.1,Enterococcus faecalis ERV85,1134799
JH804858.1,Enterococcus faecalis ERV85,1134799
JH804859.1,Enterococcus faecalis ERV85,1134799
JH804860.1,Enterococcus faecalis ERV85,1134799
JH804861.1,Enterococcus faecalis ERV85,1134799
JH804862.1,Enterococcus faecalis ERV85,1134799
JH804863.1,Enterococcus faecalis ERV85,1134799
JH804864.1,Enterococcus faecalis ERV85,1134799
JH804865.1,Enterococcus faecalis ERV85,1134799
JH804866.1,Enterococcus faecalis ERV85,1134799
JH804867.1,Enterococcus faecalis ERV85,1134799
JH804868.1,Enterococcus faecalis ERV85,1134799
JH804869.1,Enterococcus faecalis ERV85,1134799
JH804870.1,Enterococcus faecalis ERV85,1134799
JH804871.1,Enterococcus faecalis ERV85,1134799
JH804872.1,Enterococcus faecalis ERV85,1134799
JH804873.1,Enterococcus faecalis ERV85,1134799
JH804874.1,Enterococcus faecalis ERV85,1134799
JH804875.1,Enterococcus faecalis ERV85,1134799
JH804876.1,Enterococcus faecalis ERV85,1134799
JH804877.1,Enterococcus faecalis ERV85,1134799
JH804878.1,Enterococcus faecalis ERV85,1134799
JH804879.1,Enterococcus faecalis ERV85,1134799
JH804880.1,Enterococcus faecalis ERV85,1134799
JH804881.1,Enterococcus faecalis ERV85,1134799
JH804882.1,Enterococcus faecalis ERV85,1134799
JH804883.1,Enterococcus faecalis ERV85,1134799
JH804884.1,Enterococcus faecalis ERV85,1134799
JH804885.1,Enterococcus faecalis ERV85,1134799
JH804886.1,Enterococcus faecalis ERV85,1134799
JH804887.1,Enterococcus faecalis ERV85,1134799
JH804888.1,Enterococcus faecalis ERV85,1134799
JH804889.1,Enterococcus faecalis ERV85,1134799
JH804890.1,Enterococcus faecalis ERV85,1134799
JH804892.1,Enterococcus faecalis ERV85,1134799
JH804893.1,Enterococcus faecalis ERV85,1134799
JH804894.1,Enterococcus faecalis ERV85,1134799
JH804895.1,Enterococcus faecalis ERV85,1134799
JH804896.1,Enterococcus faecalis ERV85,1134799
JH804897.1,Enterococcus faecalis ERV85,1134799
JH804898.1,Enterococcus faecalis ERV85,1134799
JH804899.1,Enterococcus faecalis ERV85,1134799
JH804900.1,Enterococcus faecalis ERV85,1134799
JH804901.1,Enterococcus faecalis ERV85,1134799
JH804902.1,Enterococcus faecalis ERV85,1134799
JH804903.1,Enterococcus faecalis ERV85,1134799
JH804904.1,Enterococcus faecalis ERV85,1134799
JH804905.1,Enterococcus faecalis ERV85,1134799
JH804906.1,Enterococcus faecalis ERV85,1134799
JH804907.1,Enterococcus faecalis ERV85,1134799
JH804908.1,Enterococcus faecalis ERV85,1134799
JH804909.1,Enterococcus faecalis ERV85,1134799
JH804910.1,Enterococcus faecalis ERV85,1134799
JH804911.1,Enterococcus faecalis ERV85,1134799
JH804912.1,Enterococcus faecalis ERV85,1134799
JH804913.1,Enterococcus faecalis ERV85,1134799
JH804914.1,Enterococcus faecalis ERV85,1134799
JH804915.1,Enterococcus faecalis ERV85,1134799
JH804916.1,Enterococcus faecalis ERV85,1134799
JH804917.1,Enterococcus faecalis ERV85,1134799
JH804918.1,Enterococcus faecalis ERV85,1134799
JH804919.1,Enterococcus faecalis ERV85,1134799
JH804920.1,Enterococcus faecalis ERV85,1134799
JH804921.1,Enterococcus faecalis ERV85,1134799
JH804922.1,Enterococcus faecalis ERV85,1134799
JH804923.1,Enterococcus faecalis ERV85,1134799
JH804924.1,Enterococcus faecalis ERV85,1134799
JH804925.1,Enterococcus faecalis ERV85,1134799
JH804926.1,Enterococcus faecalis ERV85,1134799
JH804927.1,Enterococcus faecalis ERV85,1134799
JH804928.1,Enterococcus faecalis ERV85,1134799
JH804929.1,Enterococcus faecalis ERV85,1134799
JH804930.1,Enterococcus faecalis ERV85,1134799
JH804931.1,Enterococcus faecalis ERV85,1134799
JH804932.1,Enterococcus faecalis ERV85,1134799
JH804933.1,Enterococcus faecalis ERV85,1134799
JH804934.1,Enterococcus faecalis ERV85,1134799
JH805039.1,Enterococcus faecalis ERV81,1134798
JH805040.1,Enterococcus faecalis ERV81,1134798
JH805041.1,Enterococcus faecalis ERV81,1134798
JH805042.1,Enterococcus faecalis ERV81,1134798
JH805043.1,Enterococcus faecalis ERV81,1134798
JH805044.1,Enterococcus faecalis ERV81,1134798
JH805045.1,Enterococcus faecalis ERV81,1134798
JH805046.1,Enterococcus faecalis ERV81,1134798
JH805047.1,Enterococcus faecalis ERV81,1134798
JH805049.1,Enterococcus faecalis ERV81,1134798
JH805050.1,Enterococcus faecalis ERV81,1134798
JH805053.1,Enterococcus faecalis ERV81,1134798
JH805054.1,Enterococcus faecalis ERV81,1134798
JH805055.1,Enterococcus faecalis ERV81,1134798
JH805056.1,Enterococcus faecalis ERV81,1134798
JH805057.1,Enterococcus faecalis ERV81,1134798
JH805058.1,Enterococcus faecalis ERV81,1134798
JH805059.1,Enterococcus faecalis ERV81,1134798
JH805060.1,Enterococcus faecalis ERV81,1134798
JH805061.1,Enterococcus faecalis ERV81,1134798
JH805062.1,Enterococcus faecalis ERV81,1134798
JH805063.1,Enterococcus faecalis ERV81,1134798
JH805064.1,Enterococcus faecalis ERV81,1134798
JH805065.1,Enterococcus faecalis ERV81,1134798
JH805066.1,Enterococcus faecalis ERV81,1134798
JH805067.1,Enterococcus faecalis ERV81,1134798
JH805068.1,Enterococcus faecalis ERV81,1134798
JH805069.1,Enterococcus faecalis ERV81,1134798
JH805070.1,Enterococcus faecalis ERV81,1134798
JH805071.1,Enterococcus faecalis ERV81,1134798
JH805072.1,Enterococcus faecalis ERV81,1134798
JH805073.1,Enterococcus faecalis ERV81,1134798
JH805074.1,Enterococcus faecalis ERV81,1134798
JH805075.1,Enterococcus faecalis ERV81,1134798
JH805076.1,Enterococcus faecalis ERV81,1134798
JH805077.1,Enterococcus faecalis ERV81,1134798
JH805078.1,Enterococcus faecalis ERV81,1134798
JH805079.1,Enterococcus faecalis ERV81,1134798
JH805080.1,Enterococcus faecalis ERV81,1134798
JH805081.1,Enterococcus faecalis ERV81,1134798
JH805082.1,Enterococcus faecalis ERV81,1134798
JH805083.1,Enterococcus faecalis ERV81,1134798
JH805084.1,Enterococcus faecalis ERV81,1134798
JH805085.1,Enterococcus faecalis ERV81,1134798
JH805086.1,Enterococcus faecalis ERV81,1134798
JH805087.1,Enterococcus faecalis ERV81,1134798
JH805088.1,Enterococcus faecalis ERV81,1134798
JH805089.1,Enterococcus faecalis ERV81,1134798
JH805090.1,Enterococcus faecalis ERV81,1134798
JH805091.1,Enterococcus faecalis ERV81,1134798
JH805092.1,Enterococcus faecalis ERV81,1134798
JH805093.1,Enterococcus faecalis ERV81,1134798
JH805094.1,Enterococcus faecalis ERV81,1134798
JH805095.1,Enterococcus faecalis ERV81,1134798
JH805096.1,Enterococcus faecalis ERV81,1134798
JH805097.1,Enterococcus faecalis ERV81,1134798
JH805098.1,Enterococcus faecalis ERV81,1134798
JH805099.1,Enterococcus faecalis ERV81,1134798
JH805100.1,Enterococcus faecalis ERV81,1134798
JH805101.1,Enterococcus faecalis ERV81,1134798
JH805102.1,Enterococcus faecalis ERV81,1134798
JH805103.1,Enterococcus faecalis ERV81,1134798
JH805104.1,Enterococcus faecalis ERV81,1134798
JH805105.1,Enterococcus faecalis ERV81,1134798
JH805106.1,Enterococcus faecalis ERV81,1134798
JH805107.1,Enterococcus faecalis ERV81,1134798
JH805108.1,Enterococcus faecalis ERV81,1134798
JH805109.1,Enterococcus faecalis ERV81,1134798
JH805110.1,Enterococcus faecalis ERV81,1134798
JH805111.1,Enterococcus faecalis ERV81,1134798
JH805112.1,Enterococcus faecalis ERV81,1134798
JH805113.1,Enterococcus faecalis ERV81,1134798
JH805114.1,Enterococcus faecalis ERV81,1134798
JH805115.1,Enterococcus faecalis ERV81,1134798
JH805116.1,Enterococcus faecalis ERV81,1134798
JH805117.1,Enterococcus faecalis ERV81,1134798
JH805118.1,Enterococcus faecalis ERV81,1134798
JH805119.1,Enterococcus faecalis ERV81,1134798
JH805120.1,Enterococcus faecalis ERV81,1134798
JH805121.1,Enterococcus faecalis ERV81,1134798
JH805122.1,Enterococcus faecalis ERV81,1134798
JH805123.1,Enterococcus faecalis ERV81,1134798
JH805124.1,Enterococcus faecalis ERV81,1134798
JH805125.1,Enterococcus faecalis ERV81,1134798
JH805126.1,Enterococcus faecalis ERV81,1134798
JH805127.1,Enterococcus faecalis ERV81,1134798
JH805128.1,Enterococcus faecalis ERV81,1134798
JH805129.1,Enterococcus faecalis ERV81,1134798
JH805130.1,Enterococcus faecalis ERV81,1134798
JH805131.1,Enterococcus faecalis ERV81,1134798
JH805132.1,Enterococcus faecalis ERV81,1134798
JH805133.1,Enterococcus faecalis ERV81,1134798
JH805134.1,Enterococcus faecalis ERV81,1134798
JH805135.1,Enterococcus faecalis ERV73,1134797
JH805136.1,Enterococcus faecalis ERV73,1134797
JH805137.1,Enterococcus faecalis ERV73,1134797
JH805138.1,Enterococcus faecalis ERV73,1134797
JH805139.1,Enterococcus faecalis ERV73,1134797
JH805140.1,Enterococcus faecalis ERV73,1134797
JH805141.1,Enterococcus faecalis ERV73,1134797
JH805142.1,Enterococcus faecalis ERV73,1134797
JH805143.1,Enterococcus faecalis ERV73,1134797
JH805144.1,Enterococcus faecalis ERV73,1134797
JH805145.1,Enterococcus faecalis ERV73,1134797
JH805146.1,Enterococcus faecalis ERV73,1134797
JH805147.1,Enterococcus faecalis ERV73,1134797
JH805148.1,Enterococcus faecalis ERV73,1134797
JH805149.1,Enterococcus faecalis ERV73,1134797
JH805150.1,Enterococcus faecalis ERV73,1134797
JH805151.1,Enterococcus faecalis ERV73,1134797
JH805152.1,Enterococcus faecalis ERV73,1134797
JH805153.1,Enterococcus faecalis ERV73,1134797
JH805154.1,Enterococcus faecalis ERV73,1134797
JH805155.1,Enterococcus faecalis ERV73,1134797
JH805156.1,Enterococcus faecalis ERV73,1134797
JH805157.1,Enterococcus faecalis ERV73,1134797
JH805158.1,Enterococcus faecalis ERV73,1134797
JH805160.1,Enterococcus faecalis ERV73,1134797
JH805161.1,Enterococcus faecalis ERV73,1134797
JH805162.1,Enterococcus faecalis ERV73,1134797
JH805163.1,Enterococcus faecalis ERV73,1134797
JH805164.1,Enterococcus faecalis ERV73,1134797
JH805165.1,Enterococcus faecalis ERV73,1134797
JH805166.1,Enterococcus faecalis ERV73,1134797
JH805167.1,Enterococcus faecalis ERV73,1134797
JH805168.1,Enterococcus faecalis ERV73,1134797
JH805169.1,Enterococcus faecalis ERV73,1134797
JH805170.1,Enterococcus faecalis ERV73,1134797
JH805171.1,Enterococcus faecalis ERV73,1134797
JH805172.1,Enterococcus faecalis ERV73,1134797
JH805173.1,Enterococcus faecalis ERV73,1134797
JH805174.1,Enterococcus faecalis ERV73,1134797
JH805175.1,Enterococcus faecalis ERV73,1134797
JH805176.1,Enterococcus faecalis ERV73,1134797
JH805177.1,Enterococcus faecalis ERV73,1134797
JH805178.1,Enterococcus faecalis ERV73,1134797
JH805179.1,Enterococcus faecalis ERV73,1134797
JH805180.1,Enterococcus faecalis ERV73,1134797
JH805181.1,Enterococcus faecalis ERV73,1134797
JH805182.1,Enterococcus faecalis ERV73,1134797
JH805183.1,Enterococcus faecalis ERV73,1134797
JH805184.1,Enterococcus faecalis ERV73,1134797
JH805185.1,Enterococcus faecalis ERV73,1134797
JH805186.1,Enterococcus faecalis ERV73,1134797
JH805187.1,Enterococcus faecalis ERV73,1134797
JH805188.1,Enterococcus faecalis ERV73,1134797
JH805189.1,Enterococcus faecalis ERV73,1134797
JH805190.1,Enterococcus faecalis ERV73,1134797
JH805191.1,Enterococcus faecalis ERV73,1134797
JH805192.1,Enterococcus faecalis ERV73,1134797
JH805193.1,Enterococcus faecalis ERV73,1134797
JH805194.1,Enterococcus faecalis ERV73,1134797
JH805195.1,Enterococcus faecalis ERV73,1134797
JH805196.1,Enterococcus faecalis ERV73,1134797
JH805197.1,Enterococcus faecalis ERV73,1134797
JH805198.1,Enterococcus faecalis ERV73,1134797
JH805199.1,Enterococcus faecalis ERV73,1134797
JH805200.1,Enterococcus faecalis ERV73,1134797
JH805201.1,Enterococcus faecalis ERV73,1134797
JH805202.1,Enterococcus faecalis ERV73,1134797
JH805203.1,Enterococcus faecalis ERV73,1134797
JH805204.1,Enterococcus faecalis ERV73,1134797
JH805205.1,Enterococcus faecalis ERV73,1134797
JH805206.1,Enterococcus faecalis ERV73,1134797
JH805207.1,Enterococcus faecalis ERV73,1134797
JH805208.1,Enterococcus faecalis ERV73,1134797
JH805209.1,Enterococcus faecalis ERV73,1134797
JH805210.1,Enterococcus faecalis ERV73,1134797
JH805211.1,Enterococcus faecalis ERV73,1134797
JH805212.1,Enterococcus faecalis ERV73,1134797
JH805213.1,Enterococcus faecalis ERV73,1134797
JH805214.1,Enterococcus faecalis ERV73,1134797
JH805215.1,Enterococcus faecalis ERV73,1134797
JH805216.1,Enterococcus faecalis ERV73,1134797
JH805217.1,Enterococcus faecalis ERV73,1134797
JH805218.1,Enterococcus faecalis ERV73,1134797
JH805219.1,Enterococcus faecalis ERV73,1134797
JH805220.1,Enterococcus faecalis ERV73,1134797
JH805221.1,Enterococcus faecalis ERV73,1134797
JH805222.1,Enterococcus faecalis ERV73,1134797
JH805223.1,Enterococcus faecalis ERV73,1134797
JH805224.1,Enterococcus faecalis ERV73,1134797
JH805225.1,Enterococcus faecalis ERV73,1134797
JH805226.1,Enterococcus faecalis ERV73,1134797
JH805227.1,Enterococcus faecalis ERV73,1134797
JH805228.1,Enterococcus faecalis ERV73,1134797
JH805229.1,Enterococcus faecalis ERV73,1134797
JH805230.1,Enterococcus faecalis ERV73,1134797
JH805231.1,Enterococcus faecalis ERV73,1134797
JH805232.1,Enterococcus faecalis ERV73,1134797
JH805233.1,Enterococcus faecalis ERV73,1134797
JH805234.1,Enterococcus faecalis ERV73,1134797
JH805235.1,Enterococcus faecalis ERV73,1134797
JH805236.1,Enterococcus faecalis ERV73,1134797
JH805237.1,Enterococcus faecalis ERV73,1134797
JH805238.1,Enterococcus faecalis ERV73,1134797
JH805239.1,Enterococcus faecalis ERV73,1134797
JH805240.1,Enterococcus faecalis ERV73,1134797
JH805241.1,Enterococcus faecalis ERV73,1134797
JH805242.1,Enterococcus faecalis ERV73,1134797
JH805243.1,Enterococcus faecalis ERV73,1134797
JH805244.1,Enterococcus faecalis ERV73,1134797
JH805245.1,Enterococcus faecalis ERV73,1134797
JH805246.1,Enterococcus faecalis ERV73,1134797
JH805247.1,Enterococcus faecalis ERV73,1134797
JH805248.1,Enterococcus faecalis ERV73,1134797
JH805249.1,Enterococcus faecalis ERV73,1134797
JH805250.1,Enterococcus faecalis ERV73,1134797
JH805251.1,Enterococcus faecalis ERV73,1134797
JH805252.1,Enterococcus faecalis ERV73,1134797
JH805253.1,Enterococcus faecalis ERV73,1134797
JH805254.1,Enterococcus faecalis ERV73,1134797
JH805255.1,Enterococcus faecalis ERV73,1134797
JH805256.1,Enterococcus faecalis ERV73,1134797
JH805257.1,Enterococcus faecalis ERV73,1134797
JH805258.1,Enterococcus faecalis ERV73,1134797
JH805259.1,Enterococcus faecalis ERV73,1134797
JH805260.1,Enterococcus faecalis ERV73,1134797
JH805465.1,Enterococcus faecalis ERV72,1134796
JH805466.1,Enterococcus faecalis ERV72,1134796
JH805467.1,Enterococcus faecalis ERV72,1134796
JH805468.1,Enterococcus faecalis ERV72,1134796
JH805469.1,Enterococcus faecalis ERV72,1134796
JH805470.1,Enterococcus faecalis ERV72,1134796
JH805471.1,Enterococcus faecalis ERV72,1134796
JH805472.1,Enterococcus faecalis ERV72,1134796
JH805473.1,Enterococcus faecalis ERV72,1134796
JH805474.1,Enterococcus faecalis ERV72,1134796
JH805475.1,Enterococcus faecalis ERV72,1134796
JH805476.1,Enterococcus faecalis ERV72,1134796
JH805477.1,Enterococcus faecalis ERV72,1134796
JH805478.1,Enterococcus faecalis ERV72,1134796
JH805479.1,Enterococcus faecalis ERV72,1134796
JH805480.1,Enterococcus faecalis ERV72,1134796
JH805481.1,Enterococcus faecalis ERV72,1134796
JH805482.1,Enterococcus faecalis ERV72,1134796
JH805483.1,Enterococcus faecalis ERV72,1134796
JH805484.1,Enterococcus faecalis ERV72,1134796
JH805485.1,Enterococcus faecalis ERV72,1134796
JH805486.1,Enterococcus faecalis ERV72,1134796
JH805487.1,Enterococcus faecalis ERV72,1134796
JH805488.1,Enterococcus faecalis ERV72,1134796
JH805489.1,Enterococcus faecalis ERV72,1134796
JH805490.1,Enterococcus faecalis ERV72,1134796
JH805491.1,Enterococcus faecalis ERV72,1134796
JH805492.1,Enterococcus faecalis ERV72,1134796
JH805493.1,Enterococcus faecalis ERV72,1134796
JH805494.1,Enterococcus faecalis ERV72,1134796
JH805495.1,Enterococcus faecalis ERV72,1134796
JH805496.1,Enterococcus faecalis ERV72,1134796
JH805497.1,Enterococcus faecalis ERV72,1134796
JH805498.1,Enterococcus faecalis ERV72,1134796
JH805499.1,Enterococcus faecalis ERV72,1134796
JH805500.1,Enterococcus faecalis ERV72,1134796
JH805501.1,Enterococcus faecalis ERV72,1134796
JH805502.1,Enterococcus faecalis ERV72,1134796
JH805503.1,Enterococcus faecalis ERV72,1134796
JH805504.1,Enterococcus faecalis ERV72,1134796
JH805505.1,Enterococcus faecalis ERV72,1134796
JH805506.1,Enterococcus faecalis ERV72,1134796
JH805507.1,Enterococcus faecalis ERV72,1134796
JH805508.1,Enterococcus faecalis ERV72,1134796
JH805509.1,Enterococcus faecalis ERV72,1134796
JH805510.1,Enterococcus faecalis ERV72,1134796
JH805511.1,Enterococcus faecalis ERV72,1134796
JH805512.1,Enterococcus faecalis ERV72,1134796
JH805513.1,Enterococcus faecalis ERV72,1134796
JH805514.1,Enterococcus faecalis ERV72,1134796
JH805515.1,Enterococcus faecalis ERV72,1134796
JH805516.1,Enterococcus faecalis ERV72,1134796
JH805517.1,Enterococcus faecalis ERV72,1134796
JH805518.1,Enterococcus faecalis ERV72,1134796
JH805519.1,Enterococcus faecalis ERV72,1134796
JH805520.1,Enterococcus faecalis ERV72,1134796
JH805521.1,Enterococcus faecalis ERV72,1134796
JH805522.1,Enterococcus faecalis ERV72,1134796
JH805523.1,Enterococcus faecalis ERV72,1134796
JH805524.1,Enterococcus faecalis ERV72,1134796
JH805525.1,Enterococcus faecalis ERV72,1134796
JH805526.1,Enterococcus faecalis ERV72,1134796
JH805527.1,Enterococcus faecalis ERV72,1134796
JH805528.1,Enterococcus faecalis ERV72,1134796
JH805529.1,Enterococcus faecalis ERV72,1134796
JH805530.1,Enterococcus faecalis ERV72,1134796
JH805531.1,Enterococcus faecalis ERV72,1134796
JH805532.1,Enterococcus faecalis ERV72,1134796
JH805533.1,Enterococcus faecalis ERV72,1134796
JH805534.1,Enterococcus faecalis ERV72,1134796
JH805535.1,Enterococcus faecalis ERV72,1134796
JH805536.1,Enterococcus faecalis ERV72,1134796
JH805537.1,Enterococcus faecalis ERV72,1134796
JH805538.1,Enterococcus faecalis ERV72,1134796
JH805539.1,Enterococcus faecalis ERV72,1134796
JH805541.1,Enterococcus faecalis ERV72,1134796
JH805542.1,Enterococcus faecalis ERV72,1134796
JH805543.1,Enterococcus faecalis ERV72,1134796
JH805544.1,Enterococcus faecalis ERV72,1134796
JH805545.1,Enterococcus faecalis ERV72,1134796
JH805546.1,Enterococcus faecalis ERV72,1134796
JH805547.1,Enterococcus faecalis ERV72,1134796
JH805548.1,Enterococcus faecalis ERV72,1134796
JH805549.1,Enterococcus faecalis ERV72,1134796
JH805550.1,Enterococcus faecalis ERV72,1134796
JH805551.1,Enterococcus faecalis ERV72,1134796
JH805552.1,Enterococcus faecalis ERV72,1134796
JH805553.1,Enterococcus faecalis ERV72,1134796
JH805554.1,Enterococcus faecalis ERV72,1134796
JH805555.1,Enterococcus faecalis ERV72,1134796
JH805556.1,Enterococcus faecalis ERV72,1134796
JH805557.1,Enterococcus faecalis ERV72,1134796
JH805558.1,Enterococcus faecalis ERV72,1134796
JH805559.1,Enterococcus faecalis ERV72,1134796
JH805261.1,Enterococcus faecalis ERV68,1134795
JH805262.1,Enterococcus faecalis ERV68,1134795
JH805263.1,Enterococcus faecalis ERV68,1134795
JH805264.1,Enterococcus faecalis ERV68,1134795
JH805265.1,Enterococcus faecalis ERV68,1134795
JH805266.1,Enterococcus faecalis ERV68,1134795
JH805267.1,Enterococcus faecalis ERV68,1134795
JH805268.1,Enterococcus faecalis ERV68,1134795
JH805269.1,Enterococcus faecalis ERV68,1134795
JH805270.1,Enterococcus faecalis ERV68,1134795
JH805271.1,Enterococcus faecalis ERV68,1134795
JH805272.1,Enterococcus faecalis ERV68,1134795
JH805273.1,Enterococcus faecalis ERV68,1134795
JH805274.1,Enterococcus faecalis ERV68,1134795
JH805275.1,Enterococcus faecalis ERV68,1134795
JH805276.1,Enterococcus faecalis ERV68,1134795
JH805277.1,Enterococcus faecalis ERV68,1134795
JH805278.1,Enterococcus faecalis ERV68,1134795
JH805280.1,Enterococcus faecalis ERV68,1134795
JH805281.1,Enterococcus faecalis ERV68,1134795
JH805282.1,Enterococcus faecalis ERV68,1134795
JH805283.1,Enterococcus faecalis ERV68,1134795
JH805284.1,Enterococcus faecalis ERV68,1134795
JH805285.1,Enterococcus faecalis ERV68,1134795
JH805286.1,Enterococcus faecalis ERV68,1134795
JH805287.1,Enterococcus faecalis ERV68,1134795
JH805288.1,Enterococcus faecalis ERV68,1134795
JH805289.1,Enterococcus faecalis ERV68,1134795
JH805290.1,Enterococcus faecalis ERV68,1134795
JH805291.1,Enterococcus faecalis ERV68,1134795
JH805292.1,Enterococcus faecalis ERV68,1134795
JH805293.1,Enterococcus faecalis ERV68,1134795
JH805294.1,Enterococcus faecalis ERV68,1134795
JH805295.1,Enterococcus faecalis ERV68,1134795
JH805296.1,Enterococcus faecalis ERV68,1134795
JH805297.1,Enterococcus faecalis ERV68,1134795
JH805298.1,Enterococcus faecalis ERV68,1134795
JH805299.1,Enterococcus faecalis ERV68,1134795
JH805300.1,Enterococcus faecalis ERV68,1134795
JH805301.1,Enterococcus faecalis ERV68,1134795
JH805302.1,Enterococcus faecalis ERV68,1134795
JH805303.1,Enterococcus faecalis ERV68,1134795
JH805304.1,Enterococcus faecalis ERV68,1134795
JH805305.1,Enterococcus faecalis ERV68,1134795
JH805306.1,Enterococcus faecalis ERV68,1134795
JH805307.1,Enterococcus faecalis ERV68,1134795
JH805308.1,Enterococcus faecalis ERV68,1134795
JH805309.1,Enterococcus faecalis ERV68,1134795
JH805310.1,Enterococcus faecalis ERV68,1134795
JH805311.1,Enterococcus faecalis ERV68,1134795
JH805312.1,Enterococcus faecalis ERV68,1134795
JH805313.1,Enterococcus faecalis ERV68,1134795
JH805314.1,Enterococcus faecalis ERV68,1134795
JH805315.1,Enterococcus faecalis ERV68,1134795
JH805316.1,Enterococcus faecalis ERV68,1134795
JH805317.1,Enterococcus faecalis ERV68,1134795
JH805318.1,Enterococcus faecalis ERV68,1134795
JH805319.1,Enterococcus faecalis ERV68,1134795
JH805320.1,Enterococcus faecalis ERV68,1134795
JH805321.1,Enterococcus faecalis ERV68,1134795
JH805322.1,Enterococcus faecalis ERV68,1134795
JH805323.1,Enterococcus faecalis ERV68,1134795
JH805324.1,Enterococcus faecalis ERV68,1134795
JH805325.1,Enterococcus faecalis ERV68,1134795
JH805326.1,Enterococcus faecalis ERV68,1134795
JH805327.1,Enterococcus faecalis ERV68,1134795
JH805328.1,Enterococcus faecalis ERV68,1134795
JH805329.1,Enterococcus faecalis ERV68,1134795
JH805330.1,Enterococcus faecalis ERV68,1134795
JH805331.1,Enterococcus faecalis ERV68,1134795
JH805332.1,Enterococcus faecalis ERV68,1134795
JH805333.1,Enterococcus faecalis ERV68,1134795
JH805334.1,Enterococcus faecalis ERV68,1134795
JH805335.1,Enterococcus faecalis ERV68,1134795
JH805336.1,Enterococcus faecalis ERV68,1134795
JH805337.1,Enterococcus faecalis ERV68,1134795
JH805338.1,Enterococcus faecalis ERV68,1134795
JH805339.1,Enterococcus faecalis ERV68,1134795
JH805340.1,Enterococcus faecalis ERV68,1134795
JH805341.1,Enterococcus faecalis ERV68,1134795
JH805342.1,Enterococcus faecalis ERV68,1134795
JH805343.1,Enterococcus faecalis ERV68,1134795
JH805344.1,Enterococcus faecalis ERV68,1134795
JH805345.1,Enterococcus faecalis ERV68,1134795
JH805346.1,Enterococcus faecalis ERV68,1134795
JH805347.1,Enterococcus faecalis ERV68,1134795
JH805348.1,Enterococcus faecalis ERV68,1134795
JH805349.1,Enterococcus faecalis ERV68,1134795
JH805350.1,Enterococcus faecalis ERV68,1134795
JH805351.1,Enterococcus faecalis ERV68,1134795
JH805352.1,Enterococcus faecalis ERV68,1134795
JH805353.1,Enterococcus faecalis ERV68,1134795
JH805354.1,Enterococcus faecalis ERV68,1134795
JH805355.1,Enterococcus faecalis ERV68,1134795
JH805356.1,Enterococcus faecalis ERV68,1134795
JH805357.1,Enterococcus faecalis ERV68,1134795
JH805358.1,Enterococcus faecalis ERV68,1134795
JH805359.1,Enterococcus faecalis ERV68,1134795
JH805360.1,Enterococcus faecalis ERV68,1134795
JH805361.1,Enterococcus faecalis ERV68,1134795
JH805362.1,Enterococcus faecalis ERV65,1134794
JH805363.1,Enterococcus faecalis ERV65,1134794
JH805364.1,Enterococcus faecalis ERV65,1134794
JH805365.1,Enterococcus faecalis ERV65,1134794
JH805366.1,Enterococcus faecalis ERV65,1134794
JH805367.1,Enterococcus faecalis ERV65,1134794
JH805368.1,Enterococcus faecalis ERV65,1134794
JH805369.1,Enterococcus faecalis ERV65,1134794
JH805370.1,Enterococcus faecalis ERV65,1134794
JH805371.1,Enterococcus faecalis ERV65,1134794
JH805372.1,Enterococcus faecalis ERV65,1134794
JH805373.1,Enterococcus faecalis ERV65,1134794
JH805374.1,Enterococcus faecalis ERV65,1134794
JH805375.1,Enterococcus faecalis ERV65,1134794
JH805376.1,Enterococcus faecalis ERV65,1134794
